,Survived,SibSp,Parch,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3
0,0,1,0,1,0,0,0,1,0,1,0,0,1
1,1,1,0,0,1,1,0,0,1,0,1,0,0
2,1,0,0,1,0,0,0,1,1,0,0,0,1
3,1,1,0,0,1,0,0,1,1,0,1,0,0
4,0,0,0,1,0,0,0,1,0,1,0,0,1
5,0,0,0,1,0,0,1,0,0,1,0,0,1
6,0,0,0,0,1,0,0,1,0,1,1,0,0
7,0,3,1,1,0,0,0,1,0,1,0,0,1
8,1,0,2,1,0,0,0,1,1,0,0,0,1
9,1,1,0,1,0,1,0,0,1,0,0,1,0
10,1,1,1,0,1,0,0,1,1,0,0,0,1
11,1,0,0,0,1,0,0,1,1,0,1,0,0
12,0,0,0,1,0,0,0,1,0,1,0,0,1
13,0,1,5,1,0,0,0,1,0,1,0,0,1
14,0,0,0,1,0,0,0,1,1,0,0,0,1
15,1,0,0,1,0,0,0,1,1,0,0,1,0
16,0,4,1,1,0,0,1,0,0,1,0,0,1
17,1,0,0,1,0,0,0,1,0,1,0,1,0
18,0,1,0,1,0,0,0,1,1,0,0,0,1
19,1,0,0,1,0,1,0,0,1,0,0,0,1
20,0,0,0,1,0,0,0,1,0,1,0,1,0
21,1,0,0,0,1,0,0,1,0,1,0,1,0
22,1,0,0,1,0,0,1,0,1,0,0,0,1
23,1,0,0,0,1,0,0,1,0,1,1,0,0
24,0,3,1,1,0,0,0,1,1,0,0,0,1
25,1,1,5,1,0,0,0,1,1,0,0,0,1
26,0,0,0,1,0,1,0,0,0,1,0,0,1
27,0,3,2,0,1,0,0,1,0,1,1,0,0
28,1,0,0,1,0,0,1,0,1,0,0,0,1
29,0,0,0,1,0,0,0,1,0,1,0,0,1
30,0,0,0,1,0,1,0,0,0,1,1,0,0
31,1,1,0,0,1,1,0,0,1,0,1,0,0
32,1,0,0,1,0,0,1,0,1,0,0,0,1
33,0,0,0,1,0,0,0,1,0,1,0,1,0
34,0,1,0,1,0,1,0,0,0,1,1,0,0
35,0,1,0,1,0,0,0,1,0,1,1,0,0
36,1,0,0,1,0,1,0,0,0,1,0,0,1
37,0,0,0,1,0,0,0,1,0,1,0,0,1
38,0,2,0,1,0,0,0,1,1,0,0,0,1
39,1,1,0,1,0,1,0,0,1,0,0,0,1
40,0,1,0,1,0,0,0,1,1,0,0,0,1
41,0,1,0,1,0,0,0,1,1,0,0,1,0
42,0,0,0,1,0,1,0,0,0,1,0,0,1
43,1,1,2,1,0,1,0,0,1,0,0,1,0
44,1,0,0,1,0,0,1,0,1,0,0,0,1
45,0,0,0,1,0,0,0,1,0,1,0,0,1
46,0,1,0,1,0,0,1,0,0,1,0,0,1
47,1,0,0,1,0,0,1,0,1,0,0,0,1
48,0,2,0,1,0,1,0,0,0,1,0,0,1
49,0,1,0,1,0,0,0,1,1,0,0,0,1
50,0,4,1,1,0,0,0,1,0,1,0,0,1
51,0,0,0,1,0,0,0,1,0,1,0,0,1
52,1,1,0,0,1,1,0,0,1,0,1,0,0
53,1,1,0,1,0,0,0,1,1,0,0,1,0
54,0,0,1,0,1,1,0,0,0,1,1,0,0
55,1,0,0,0,1,0,0,1,0,1,1,0,0
56,1,0,0,1,0,0,0,1,1,0,0,1,0
57,0,0,0,1,0,1,0,0,0,1,0,0,1
58,1,1,2,1,0,0,0,1,1,0,0,1,0
59,0,5,2,1,0,0,0,1,0,1,0,0,1
60,0,0,0,1,0,1,0,0,0,1,0,0,1
61,1,0,0,0,1,0,0,0,1,0,1,0,0
62,0,1,0,0,1,0,0,1,0,1,1,0,0
63,0,3,2,1,0,0,0,1,0,1,0,0,1
64,0,0,0,1,0,1,0,0,0,1,1,0,0
65,1,1,1,1,0,1,0,0,0,1,0,0,1
66,1,0,0,0,1,0,0,1,1,0,0,1,0
67,0,0,0,1,0,0,0,1,0,1,0,0,1
68,1,4,2,1,0,0,0,1,1,0,0,0,1
69,0,2,0,1,0,0,0,1,0,1,0,0,1
70,0,0,0,1,0,0,0,1,0,1,0,1,0
71,0,5,2,1,0,0,0,1,1,0,0,0,1
72,0,0,0,1,0,0,0,1,0,1,0,1,0
73,0,1,0,1,0,1,0,0,0,1,0,0,1
74,1,0,0,1,0,0,0,1,0,1,0,0,1
75,0,0,0,0,1,0,0,1,0,1,0,0,1
76,0,0,0,1,0,0,0,1,0,1,0,0,1
77,0,0,0,1,0,0,0,1,0,1,0,0,1
78,1,0,2,1,0,0,0,1,0,1,0,1,0
79,1,0,0,1,0,0,0,1,1,0,0,0,1
80,0,0,0,1,0,0,0,1,0,1,0,0,1
81,1,0,0,1,0,0,0,1,0,1,0,0,1
82,1,0,0,1,0,0,1,0,1,0,0,0,1
83,0,0,0,1,0,0,0,1,0,1,1,0,0
84,1,0,0,1,0,0,0,1,1,0,0,1,0
85,1,3,0,1,0,0,0,1,1,0,0,0,1
86,0,1,3,1,0,0,0,1,0,1,0,0,1
87,0,0,0,1,0,0,0,1,0,1,0,0,1
88,1,3,2,0,1,0,0,1,1,0,1,0,0
89,0,0,0,1,0,0,0,1,0,1,0,0,1
90,0,0,0,1,0,0,0,1,0,1,0,0,1
91,0,0,0,1,0,0,0,1,0,1,0,0,1
92,0,1,0,0,1,0,0,1,0,1,1,0,0
93,0,1,2,1,0,0,0,1,0,1,0,0,1
94,0,0,0,1,0,0,0,1,0,1,0,0,1
95,0,0,0,1,0,0,0,1,0,1,0,0,1
96,0,0,0,0,1,1,0,0,0,1,1,0,0
97,1,0,1,0,1,1,0,0,0,1,1,0,0
98,1,0,1,1,0,0,0,1,1,0,0,1,0
99,0,1,0,1,0,0,0,1,0,1,0,1,0
100,0,0,0,1,0,0,0,1,1,0,0,0,1
101,0,0,0,1,0,0,0,1,0,1,0,0,1
102,0,0,1,0,1,0,0,1,0,1,1,0,0
103,0,0,0,1,0,0,0,1,0,1,0,0,1
104,0,2,0,1,0,0,0,1,0,1,0,0,1
105,0,0,0,1,0,0,0,1,0,1,0,0,1
106,1,0,0,1,0,0,0,1,1,0,0,0,1
107,1,0,0,1,0,0,0,1,0,1,0,0,1
108,0,0,0,1,0,0,0,1,0,1,0,0,1
109,1,1,0,1,0,0,1,0,1,0,0,0,1
110,0,0,0,0,1,0,0,1,0,1,1,0,0
111,0,1,0,1,0,1,0,0,1,0,0,0,1
112,0,0,0,1,0,0,0,1,0,1,0,0,1
113,0,1,0,1,0,0,0,1,1,0,0,0,1
114,0,0,0,1,0,1,0,0,1,0,0,0,1
115,0,0,0,1,0,0,0,1,0,1,0,0,1
116,0,0,0,1,0,0,1,0,0,1,0,0,1
117,0,1,0,1,0,0,0,1,0,1,0,1,0
118,0,0,1,0,1,1,0,0,0,1,1,0,0
119,0,4,2,1,0,0,0,1,1,0,0,0,1
120,0,2,0,1,0,0,0,1,0,1,0,1,0
121,0,0,0,1,0,0,0,1,0,1,0,0,1
122,0,1,0,1,0,1,0,0,0,1,0,1,0
123,1,0,0,0,1,0,0,1,1,0,0,1,0
124,0,0,1,0,1,0,0,1,0,1,1,0,0
125,1,1,0,1,0,1,0,0,0,1,0,0,1
126,0,0,0,1,0,0,1,0,0,1,0,0,1
127,1,0,0,1,0,0,0,1,0,1,0,0,1
128,1,1,1,0,1,1,0,0,1,0,0,0,1
129,0,0,0,1,0,0,0,1,0,1,0,0,1
130,0,0,0,1,0,1,0,0,0,1,0,0,1
131,0,0,0,1,0,0,0,1,0,1,0,0,1
132,0,1,0,1,0,0,0,1,1,0,0,0,1
133,1,1,0,1,0,0,0,1,1,0,0,1,0
134,0,0,0,1,0,0,0,1,0,1,0,1,0
135,0,0,0,1,0,1,0,0,0,1,0,1,0
136,1,0,2,0,1,0,0,1,1,0,1,0,0
137,0,1,0,0,1,0,0,1,0,1,1,0,0
138,0,0,0,1,0,0,0,1,0,1,0,0,1
139,0,0,0,0,1,1,0,0,0,1,1,0,0
140,0,0,2,1,0,1,0,0,1,0,0,0,1
141,1,0,0,1,0,0,0,1,1,0,0,0,1
142,1,1,0,1,0,0,0,1,1,0,0,0,1
143,0,0,0,1,0,0,1,0,0,1,0,0,1
144,0,0,0,1,0,0,0,1,0,1,0,1,0
145,0,1,1,1,0,0,0,1,0,1,0,1,0
146,1,0,0,1,0,0,0,1,0,1,0,0,1
147,0,2,2,1,0,0,0,1,1,0,0,0,1
148,0,0,2,0,1,0,0,1,0,1,0,1,0
149,0,0,0,1,0,0,0,1,0,1,0,1,0
150,0,0,0,1,0,0,0,1,0,1,0,1,0
151,1,1,0,0,1,0,0,1,1,0,1,0,0
152,0,0,0,1,0,0,0,1,0,1,0,0,1
153,0,0,2,1,0,0,0,1,0,1,0,0,1
154,0,0,0,1,0,0,0,1,0,1,0,0,1
155,0,0,1,1,0,1,0,0,0,1,1,0,0
156,1,0,0,1,0,0,1,0,1,0,0,0,1
157,0,0,0,1,0,0,0,1,0,1,0,0,1
158,0,0,0,1,0,0,0,1,0,1,0,0,1
159,0,8,2,1,0,0,0,1,0,1,0,0,1
160,0,0,1,1,0,0,0,1,0,1,0,0,1
161,1,0,0,1,0,0,0,1,1,0,0,1,0
162,0,0,0,1,0,0,0,1,0,1,0,0,1
163,0,0,0,1,0,0,0,1,0,1,0,0,1
164,0,4,1,1,0,0,0,1,0,1,0,0,1
165,1,0,2,1,0,0,0,1,0,1,0,0,1
166,1,0,1,0,1,0,0,1,1,0,1,0,0
167,0,1,4,1,0,0,0,1,1,0,0,0,1
168,0,0,0,1,0,0,0,1,0,1,1,0,0
169,0,0,0,1,0,0,0,1,0,1,0,0,1
170,0,0,0,0,1,0,0,1,0,1,1,0,0
171,0,4,1,1,0,0,1,0,0,1,0,0,1
172,1,1,1,1,0,0,0,1,1,0,0,0,1
173,0,0,0,1,0,0,0,1,0,1,0,0,1
174,0,0,0,0,1,1,0,0,0,1,1,0,0
175,0,1,1,1,0,0,0,1,0,1,0,0,1
176,0,3,1,1,0,0,0,1,0,1,0,0,1
177,0,0,0,0,1,1,0,0,1,0,1,0,0
178,0,0,0,1,0,0,0,1,0,1,0,1,0
179,0,0,0,1,0,0,0,1,0,1,0,0,1
180,0,8,2,1,0,0,0,1,1,0,0,0,1
181,0,0,0,1,0,1,0,0,0,1,0,1,0
182,0,4,2,1,0,0,0,1,0,1,0,0,1
183,1,2,1,0,1,0,0,1,0,1,0,1,0
184,1,0,2,1,0,0,0,1,1,0,0,0,1
185,0,0,0,0,1,0,0,1,0,1,1,0,0
186,1,1,0,1,0,0,1,0,1,0,0,0,1
187,1,0,0,1,0,0,0,1,0,1,1,0,0
188,0,1,1,1,0,0,1,0,0,1,0,0,1
189,0,0,0,1,0,0,0,1,0,1,0,0,1
190,1,0,0,1,0,0,0,1,1,0,0,1,0
191,0,0,0,1,0,0,0,1,0,1,0,1,0
192,1,1,0,1,0,0,0,1,1,0,0,0,1
193,1,1,1,0,1,0,0,1,0,1,0,1,0
194,1,0,0,0,1,1,0,0,1,0,1,0,0
195,1,0,0,0,1,1,0,0,1,0,1,0,0
196,0,0,0,1,0,0,1,0,0,1,0,0,1
197,0,0,1,1,0,0,0,1,0,1,0,0,1
198,1,0,0,1,0,0,1,0,1,0,0,0,1
199,0,0,0,1,0,0,0,1,1,0,0,1,0
200,0,0,0,1,0,0,0,1,0,1,0,0,1
201,0,8,2,1,0,0,0,1,0,1,0,0,1
202,0,0,0,1,0,0,0,1,0,1,0,0,1
203,0,0,0,1,0,1,0,0,0,1,0,0,1
204,1,0,0,1,0,0,0,1,0,1,0,0,1
205,0,0,1,0,1,0,0,1,1,0,0,0,1
206,0,1,0,1,0,0,0,1,0,1,0,0,1
207,1,0,0,1,0,1,0,0,0,1,0,0,1
208,1,0,0,1,0,0,1,0,1,0,0,0,1
209,1,0,0,0,1,1,0,0,0,1,1,0,0
210,0,0,0,1,0,0,0,1,0,1,0,0,1
211,1,0,0,1,0,0,0,1,1,0,0,1,0
212,0,0,0,1,0,0,0,1,0,1,0,0,1
213,0,0,0,1,0,0,0,1,0,1,0,1,0
214,0,1,0,1,0,0,1,0,0,1,0,0,1
215,1,1,0,0,1,1,0,0,1,0,1,0,0
216,1,0,0,1,0,0,0,1,1,0,0,0,1
217,0,1,0,1,0,0,0,1,0,1,0,1,0
218,1,0,0,0,1,1,0,0,1,0,1,0,0
219,0,0,0,1,0,0,0,1,0,1,0,1,0
220,1,0,0,1,0,0,0,1,0,1,0,0,1
221,0,0,0,1,0,0,0,1,0,1,0,1,0
222,0,0,0,1,0,0,0,1,0,1,0,0,1
223,0,0,0,1,0,0,0,1,0,1,0,0,1
224,1,1,0,0,1,0,0,1,0,1,1,0,0
225,0,0,0,1,0,0,0,1,0,1,0,0,1
226,1,0,0,1,0,0,0,1,0,1,0,1,0
227,0,0,0,1,0,0,0,1,0,1,0,0,1
228,0,0,0,1,0,0,0,1,0,1,0,1,0
229,0,3,1,1,0,0,0,1,1,0,0,0,1
230,1,1,0,0,1,0,0,1,1,0,1,0,0
231,0,0,0,1,0,0,0,1,0,1,0,0,1
232,0,0,0,1,0,0,0,1,0,1,0,1,0
233,1,4,2,1,0,0,0,1,1,0,0,0,1
234,0,0,0,1,0,0,0,1,0,1,0,1,0
235,0,0,0,1,0,0,0,1,1,0,0,0,1
236,0,1,0,1,0,0,0,1,0,1,0,1,0
237,1,0,2,1,0,0,0,1,1,0,0,1,0
238,0,0,0,1,0,0,0,1,0,1,0,1,0
239,0,0,0,1,0,0,0,1,0,1,0,1,0
240,0,1,0,1,0,1,0,0,1,0,0,0,1
241,1,1,0,1,0,0,1,0,1,0,0,0,1
242,0,0,0,1,0,0,0,1,0,1,0,1,0
243,0,0,0,1,0,0,0,1,0,1,0,0,1
244,0,0,0,1,0,1,0,0,0,1,0,0,1
245,0,2,0,0,1,0,1,0,0,1,1,0,0
246,0,0,0,1,0,0,0,1,1,0,0,0,1
247,1,0,2,1,0,0,0,1,1,0,0,1,0
248,1,1,1,0,1,0,0,1,0,1,1,0,0
249,0,1,0,1,0,0,0,1,0,1,0,1,0
250,0,0,0,1,0,0,0,1,0,1,0,0,1
251,0,1,1,0,1,0,0,1,1,0,0,0,1
252,0,0,0,0,1,0,0,1,0,1,1,0,0
253,0,1,0,1,0,0,0,1,0,1,0,0,1
254,0,0,2,1,0,0,0,1,1,0,0,0,1
255,1,0,2,1,0,1,0,0,1,0,0,0,1
256,1,0,0,1,0,1,0,0,1,0,1,0,0
257,1,0,0,0,1,0,0,1,1,0,1,0,0
258,1,0,0,1,0,1,0,0,1,0,1,0,0
259,1,0,1,1,0,0,0,1,1,0,0,1,0
260,0,0,0,1,0,0,1,0,0,1,0,0,1
261,1,4,2,1,0,0,0,1,0,1,0,0,1
262,0,1,1,0,1,0,0,1,0,1,1,0,0
263,0,0,0,0,1,0,0,1,0,1,1,0,0
264,0,0,0,1,0,0,1,0,1,0,0,0,1
265,0,0,0,1,0,0,0,1,0,1,0,1,0
266,0,4,1,1,0,0,0,1,0,1,0,0,1
267,1,1,0,1,0,0,0,1,0,1,0,0,1
268,1,0,1,0,1,0,0,1,1,0,1,0,0
269,1,0,0,0,1,0,0,1,1,0,1,0,0
270,0,0,0,1,0,0,0,1,0,1,1,0,0
271,1,0,0,1,0,0,0,1,0,1,0,0,1
272,1,0,1,1,0,0,0,1,1,0,0,1,0
273,0,0,1,0,1,1,0,0,0,1,1,0,0
274,1,0,0,1,0,0,1,0,1,0,0,0,1
275,1,1,0,0,1,0,0,1,1,0,1,0,0
276,0,0,0,1,0,0,0,1,1,0,0,0,1
277,0,0,0,1,0,0,0,1,0,1,0,1,0
278,0,4,1,1,0,0,1,0,0,1,0,0,1
279,1,1,1,1,0,0,0,1,1,0,0,0,1
280,0,0,0,1,0,0,1,0,0,1,0,0,1
281,0,0,0,1,0,0,0,1,0,1,0,0,1
282,0,0,0,1,0,0,0,1,0,1,0,0,1
283,1,0,0,1,0,0,0,1,0,1,0,0,1
284,0,0,0,0,1,0,0,1,0,1,1,0,0
285,0,0,0,1,0,1,0,0,0,1,0,0,1
286,1,0,0,1,0,0,0,1,0,1,0,0,1
287,0,0,0,1,0,0,0,1,0,1,0,0,1
288,1,0,0,1,0,0,0,1,0,1,0,1,0
289,1,0,0,1,0,0,1,0,1,0,0,0,1
290,1,0,0,1,0,0,0,1,1,0,1,0,0
291,1,1,0,0,1,1,0,0,1,0,1,0,0
292,0,0,0,0,1,1,0,0,0,1,0,1,0
293,0,0,0,1,0,0,0,1,1,0,0,0,1
294,0,0,0,1,0,0,0,1,0,1,0,0,1
295,0,0,0,1,0,1,0,0,0,1,1,0,0
296,0,0,0,1,0,1,0,0,0,1,0,0,1
297,0,1,2,0,1,0,0,1,1,0,1,0,0
298,1,0,0,0,1,0,0,1,0,1,1,0,0
299,1,0,1,0,1,1,0,0,1,0,1,0,0
300,1,0,0,1,0,0,1,0,1,0,0,0,1
301,1,2,0,1,0,0,1,0,0,1,0,0,1
302,0,0,0,1,0,0,0,1,0,1,0,0,1
303,1,0,0,0,1,0,1,0,1,0,0,1,0
304,0,0,0,1,0,0,0,1,0,1,0,0,1
305,1,1,2,0,1,0,0,1,0,1,1,0,0
306,1,0,0,1,0,1,0,0,1,0,1,0,0
307,1,1,0,0,1,1,0,0,1,0,1,0,0
308,0,1,0,1,0,1,0,0,0,1,0,1,0
309,1,0,0,0,1,1,0,0,1,0,1,0,0
310,1,0,0,0,1,1,0,0,1,0,1,0,0
311,1,2,2,0,1,1,0,0,1,0,1,0,0
312,0,1,1,1,0,0,0,1,1,0,0,1,0
313,0,0,0,1,0,0,0,1,0,1,0,0,1
314,0,1,1,1,0,0,0,1,0,1,0,1,0
315,1,0,0,1,0,0,0,1,1,0,0,0,1
316,1,1,0,1,0,0,0,1,1,0,0,1,0
317,0,0,0,1,0,0,0,1,0,1,0,1,0
318,1,0,2,0,1,0,0,1,1,0,1,0,0
319,1,1,1,0,1,1,0,0,1,0,1,0,0
320,0,0,0,1,0,0,0,1,0,1,0,0,1
321,0,0,0,1,0,0,0,1,0,1,0,0,1
322,1,0,0,1,0,0,1,0,1,0,0,1,0
323,1,1,1,1,0,0,0,1,1,0,0,1,0
324,0,8,2,1,0,0,0,1,0,1,0,0,1
325,1,0,0,0,1,1,0,0,1,0,1,0,0
326,0,0,0,1,0,0,0,1,0,1,0,0,1
327,1,0,0,0,1,0,0,1,1,0,0,1,0
328,1,1,1,1,0,0,0,1,1,0,0,0,1
329,1,0,1,0,1,1,0,0,1,0,1,0,0
330,1,2,0,1,0,0,1,0,1,0,0,0,1
331,0,0,0,0,1,0,0,1,0,1,1,0,0
332,0,0,1,0,1,0,0,1,0,1,1,0,0
333,0,2,0,1,0,0,0,1,0,1,0,0,1
334,1,1,0,1,0,0,0,1,1,0,1,0,0
335,0,0,0,1,0,0,0,1,0,1,0,0,1
336,0,1,0,0,1,0,0,1,0,1,1,0,0
337,1,0,0,0,1,1,0,0,1,0,1,0,0
338,1,0,0,1,0,0,0,1,0,1,0,0,1
339,0,0,0,0,1,0,0,1,0,1,1,0,0
340,1,1,1,0,1,0,0,1,0,1,0,1,0
341,1,3,2,0,1,0,0,1,1,0,1,0,0
342,0,0,0,1,0,0,0,1,0,1,0,1,0
343,0,0,0,1,0,0,0,1,0,1,0,1,0
344,0,0,0,1,0,0,0,1,0,1,0,1,0
345,1,0,0,0,1,0,0,1,1,0,0,1,0
346,1,0,0,1,0,0,0,1,1,0,0,1,0
347,1,1,0,1,0,0,0,1,1,0,0,0,1
348,1,1,1,1,0,0,0,1,0,1,0,0,1
349,0,0,0,1,0,0,0,1,0,1,0,0,1
350,0,0,0,1,0,0,0,1,0,1,0,0,1
351,0,0,0,0,1,0,0,1,0,1,1,0,0
352,0,1,1,1,0,1,0,0,0,1,0,0,1
353,0,1,0,1,0,0,0,1,0,1,0,0,1
354,0,0,0,1,0,1,0,0,0,1,0,0,1
355,0,0,0,1,0,0,0,1,0,1,0,0,1
356,1,0,1,0,1,0,0,1,1,0,1,0,0
357,0,0,0,1,0,0,0,1,1,0,0,1,0
358,1,0,0,1,0,0,1,0,1,0,0,0,1
359,1,0,0,1,0,0,1,0,1,0,0,0,1
360,0,1,4,1,0,0,0,1,0,1,0,0,1
361,0,1,0,1,0,1,0,0,0,1,0,1,0
362,0,0,1,1,0,1,0,0,1,0,0,0,1
363,0,0,0,1,0,0,0,1,0,1,0,0,1
364,0,1,0,1,0,0,1,0,0,1,0,0,1
365,0,0,0,1,0,0,0,1,0,1,0,0,1
366,1,1,0,0,1,1,0,0,1,0,1,0,0
367,1,0,0,1,0,1,0,0,1,0,0,0,1
368,1,0,0,1,0,0,1,0,1,0,0,0,1
369,1,0,0,0,1,1,0,0,1,0,1,0,0
370,1,1,0,0,1,1,0,0,0,1,1,0,0
371,0,1,0,1,0,0,0,1,0,1,0,0,1
372,0,0,0,1,0,0,0,1,0,1,0,0,1
373,0,0,0,1,0,1,0,0,0,1,1,0,0
374,0,3,1,1,0,0,0,1,1,0,0,0,1
375,1,1,0,1,0,1,0,0,1,0,1,0,0
376,1,0,0,1,0,0,0,1,1,0,0,0,1
377,0,0,2,0,1,1,0,0,0,1,1,0,0
378,0,0,0,1,0,1,0,0,0,1,0,0,1
379,0,0,0,1,0,0,0,1,0,1,0,0,1
380,1,0,0,1,0,1,0,0,1,0,1,0,0
381,1,0,2,1,0,1,0,0,1,0,0,0,1
382,0,0,0,1,0,0,0,1,0,1,0,0,1
383,1,1,0,1,0,0,0,1,1,0,1,0,0
384,0,0,0,1,0,0,0,1,0,1,0,0,1
385,0,0,0,1,0,0,0,1,0,1,0,1,0
386,0,5,2,1,0,0,0,1,0,1,0,0,1
387,1,0,0,1,0,0,0,1,1,0,0,1,0
388,0,0,0,1,0,0,1,0,0,1,0,0,1
389,1,0,0,1,0,1,0,0,1,0,0,1,0
390,1,1,2,0,1,0,0,1,0,1,1,0,0
391,1,0,0,1,0,0,0,1,0,1,0,0,1
392,0,2,0,1,0,0,0,1,0,1,0,0,1
393,1,1,0,0,1,1,0,0,1,0,1,0,0
394,1,0,2,0,1,0,0,1,1,0,0,0,1
395,0,0,0,1,0,0,0,1,0,1,0,0,1
396,0,0,0,1,0,0,0,1,1,0,0,0,1
397,0,0,0,1,0,0,0,1,0,1,0,1,0
398,0,0,0,1,0,0,0,1,0,1,0,1,0
399,1,0,0,1,0,0,0,1,1,0,0,1,0
400,1,0,0,1,0,0,0,1,0,1,0,0,1
401,0,0,0,1,0,0,0,1,0,1,0,0,1
402,0,1,0,1,0,0,0,1,1,0,0,0,1
403,0,1,0,1,0,0,0,1,0,1,0,0,1
404,0,0,0,1,0,0,0,1,1,0,0,0,1
405,0,1,0,1,0,0,0,1,0,1,0,1,0
406,0,0,0,1,0,0,0,1,0,1,0,0,1
407,1,1,1,1,0,0,0,1,0,1,0,1,0
408,0,0,0,1,0,0,0,1,0,1,0,0,1
409,0,3,1,1,0,0,0,1,1,0,0,0,1
410,0,0,0,1,0,0,0,1,0,1,0,0,1
411,0,0,0,1,0,0,1,0,0,1,0,0,1
412,1,1,0,0,1,0,1,0,1,0,1,0,0
413,0,0,0,1,0,0,0,1,0,1,0,1,0
414,1,0,0,1,0,0,0,1,0,1,0,0,1
415,0,0,0,1,0,0,0,1,1,0,0,0,1
416,1,1,1,1,0,0,0,1,1,0,0,1,0
417,1,0,2,1,0,0,0,1,1,0,0,1,0
418,0,0,0,1,0,0,0,1,0,1,0,1,0
419,0,0,2,1,0,0,0,1,1,0,0,0,1
420,0,0,0,1,0,1,0,0,0,1,0,0,1
421,0,0,0,1,0,0,1,0,0,1,0,0,1
422,0,0,0,1,0,0,0,1,0,1,0,0,1
423,0,1,1,1,0,0,0,1,1,0,0,0,1
424,0,1,1,1,0,0,0,1,0,1,0,0,1
425,0,0,0,1,0,0,0,1,0,1,0,0,1
426,1,1,0,1,0,0,0,1,1,0,0,1,0
427,1,0,0,1,0,0,0,1,1,0,0,1,0
428,0,0,0,1,0,0,1,0,0,1,0,0,1
429,1,0,0,0,1,0,0,1,0,1,0,0,1
430,1,0,0,0,1,0,0,1,0,1,1,0,0
431,1,1,0,1,0,0,0,1,1,0,0,0,1
432,1,1,0,1,0,0,0,1,1,0,0,1,0
433,0,0,0,1,0,0,0,1,0,1,0,0,1
434,0,1,0,0,1,0,0,1,0,1,1,0,0
435,1,1,2,0,1,0,0,1,1,0,1,0,0
436,0,2,2,1,0,0,0,1,1,0,0,0,1
437,1,2,3,1,0,0,0,1,1,0,0,1,0
438,0,1,4,0,1,0,0,1,0,1,1,0,0
439,0,0,0,1,0,0,0,1,0,1,0,1,0
440,1,1,1,1,0,0,0,1,1,0,0,1,0
441,0,0,0,1,0,0,0,1,0,1,0,0,1
442,0,1,0,1,0,0,0,1,0,1,0,0,1
443,1,0,0,1,0,0,0,1,1,0,0,1,0
444,1,0,0,1,0,0,0,1,0,1,0,0,1
